symbol,month,status,rows,file
AMD,2022-06,saved,158.0,data\marketaux_monthly\AMD\2022-06.parquet
AMD,2022-07,saved,155.0,data\marketaux_monthly\AMD\2022-07.parquet
AMD,2022-08,saved,224.0,data\marketaux_monthly\AMD\2022-08.parquet
AMD,2022-09,saved,197.0,data\marketaux_monthly\AMD\2022-09.parquet
AMD,2022-10,saved,274.0,data\marketaux_monthly\AMD\2022-10.parquet
AMD,2022-11,saved,204.0,data\marketaux_monthly\AMD\2022-11.parquet
AMD,2022-12,saved,165.0,data\marketaux_monthly\AMD\2022-12.parquet
AMD,2023-01,saved,254.0,data\marketaux_monthly\AMD\2023-01.parquet
AMD,2023-02,saved,181.0,data\marketaux_monthly\AMD\2023-02.parquet
AMD,2023-03,saved,220.0,data\marketaux_monthly\AMD\2023-03.parquet
AMD,2023-04,saved,143.0,data\marketaux_monthly\AMD\2023-04.parquet
AMD,2023-05,saved,311.0,data\marketaux_monthly\AMD\2023-05.parquet
AMD,2023-06,saved,293.0,data\marketaux_monthly\AMD\2023-06.parquet
AMD,2023-07,saved,219.0,data\marketaux_monthly\AMD\2023-07.parquet
AMD,2023-08,saved,273.0,data\marketaux_monthly\AMD\2023-08.parquet
AMD,2023-09,saved,234.0,data\marketaux_monthly\AMD\2023-09.parquet
AMD,2023-10,saved,215.0,data\marketaux_monthly\AMD\2023-10.parquet
AMD,2023-11,saved,243.0,data\marketaux_monthly\AMD\2023-11.parquet
AMD,2023-12,saved,281.0,data\marketaux_monthly\AMD\2023-12.parquet
AMD,2024-01,saved,407.0,data\marketaux_monthly\AMD\2024-01.parquet
AMD,2024-02,saved,307.0,data\marketaux_monthly\AMD\2024-02.parquet
AMD,2024-03,saved,361.0,data\marketaux_monthly\AMD\2024-03.parquet
AMD,2024-04,saved,318.0,data\marketaux_monthly\AMD\2024-04.parquet
AMD,2024-05,saved,270.0,data\marketaux_monthly\AMD\2024-05.parquet
AMD,2024-06,saved,286.0,data\marketaux_monthly\AMD\2024-06.parquet
AMD,2024-07,saved,293.0,data\marketaux_monthly\AMD\2024-07.parquet
AMD,2024-08,saved,333.0,data\marketaux_monthly\AMD\2024-08.parquet
AMD,2024-09,saved,272.0,data\marketaux_monthly\AMD\2024-09.parquet
AMD,2024-10,saved,290.0,data\marketaux_monthly\AMD\2024-10.parquet
AMD,2024-11,saved,177.0,data\marketaux_monthly\AMD\2024-11.parquet
AMD,2024-12,saved,216.0,data\marketaux_monthly\AMD\2024-12.parquet
